title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,142m²,2,3,CorrienteEléctricaCircuito,A,1.335.500EUR
Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,142m²,2,3,CorrienteEléctricaCircuito,A,1.295.000EUR
Práctica vivienda en el corazón de Passeig Maragall ,Sant Andreu ,Excelente,Muybien,1972,81m²,2,2,,E,310.000EUR
Piso exclusivo frente al mar en Port Forum ,Sant Adrià de Besòs ,,Excelente,2007,96m²,2,2,Central,E,445.000EUR
Imponente piso en finca restaurada ,Ciutat Vella  raval ,Excelente,Excelente,1900,171m²,2,3,Central,E,780.000EUR
Espectacular piso en finca restaurada ,Ciutat Vella  raval ,Excelente,Excelente,1900,143m²,2,3,Central,E,730.000EUR
Acogedor piso con excelentes vistas ,Hospitalet  Centre - Sant Josep ,Muybien,Bien,1976,75m²,1,3,Gas,E,230.000EUR
Excelente propiedad en el corazón del Gótico ,Ciutat Vella  Gòtic ,,,,103m²,2,2,LongDistanceHeating,G,335.000EUR
Piso en el centro de Mataró ,Maresme  Mataró ,,Excelente,2022,138m²,2,3,Central,C,520.000EUR
Piso en primera línea de mar  Pineda de Mar ,Maresme  PINEDA DE MAR ,Muybien,Bien,1976,117m²,1,3,Gas,,189.000EUR
Piso con Licencia Turística en Calella ,Maresme  Calella ,Excelente,Excelente,1957,60m²,1,2,,,230.000EUR
Dúplex exclusivo en Sant Andreu de Llavaneres ,Maresme  Sant Andreu de Llavaneres ,,,2021,107m²,2,3,Central,C,330.000EUR
Excelente piso para entrar a vivir en Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Excelente,1974,245m²,4,4,Gas,D,1.800.000EUR
Maravilloso piso alto cerca Boqueria ,Ciutat Vella  Gòtic ,Excelente,,1900,100m²,1,3,Bombadecalor,E,349.000EUR
Excepcional propiedad con terraza en Gràcia ,Gracia  Vila de Gracia ,Excelente,Necesitarestauración,1900,208m²,3,5,Gas,E,990.000EUR
Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,48m²,1,1,nocentralizada,A+,427.250EUR
Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,48m²,1,1,nocentralizada,A+,448.250EUR
Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,66m²,2,2,nocentralizada,A+,598.250EUR
Lujoso piso en la Dreta de l'Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,2016,130m²,2,2,Gas,C,1.190.000EUR
Magnífico apartamento en El Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,2009,55m²,1,1,CorrienteEléctricaSolar,F,350.000EUR
Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,169m²,3,3,Pellets,A,1.675.000EUR
Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,169m²,3,3,Pellets,A,1.620.000EUR
Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,168m²,3,3,Pellets,A,1.620.000EUR
Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2022,110m²,2,3,Sueloradiante,A,566.000EUR
Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2022,108m²,2,3,Pellets,A,612.000EUR
Piso de obra nueva en Badalona ,Badalona  Front Marítim ,,Excelente,,119m²,2,3,Sueloradiante,A,482.000EUR
Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,,108m²,2,3,Pellets,A,677.000EUR
Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,,108m²,2,3,Sueloradiante,A,646.000EUR
Piso ideal para inversionistas  Mataró ,Maresme  Mataró ,Muybien,Muybien,1981,104m²,2,4,Gas,D,275.000EUR
Piso de obra nueva en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2021,64m²,1,2,BombadecalorGasSolar,B,361.000EUR
Precioso piso con balcón en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2022,67m²,1,2,BombadecalorGasSolar,B,362.000EUR
Planta baja con terraza en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2021,116m²,3,3,BombadecalorGasSolar,B,476.000EUR
Parcela construible con vistas a Barcelona ,Sants - Montjuïc  Poble Sec ,,,,846m²,3,5,,,900.000EUR
Pis a reformar con cédula ,Sants - Montjuïc  Hostafrancs ,,Bien,1965,78m²,1,2,Bombadecalor,,275.000EUR
Encantador piso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2006,78m²,1,1,Central,C,770.000EUR
Fantástico piso de diseño en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2006,80m²,2,2,Central,E,1.275.000EUR
Espectacular piso con terraza en casco antiguo ,Ciutat Vella  raval ,Excelente,Muybien,1950,298m²,3,4,BombadecalorGas,C,1.100.000EUR
Espectacular loft de obra nueva en La Barceloneta ,Ciutat Vella  Barceloneta ,Excelente,Excelente,2007,90m²,1,2,Gas,E,475.000EUR
Piso en Camí de la Serra zona muy tranquila ,Maresme  Mataró ,Muybien,Bien,1995,79m²,2,3,Gas,G,249.000EUR
Piso en La Catalana con garaje y trastero ,Sant Adrià de Besòs ,Excelente,Excelente,2017,122m²,2,3,Central,B,680.000EUR
Maravilloso piso dúplex en Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1975,220m²,3,4,Gas,E,1.060.000EUR
Piso domotizado con reforma de alta calidad ,Les Corts  Maternitat ,Excelente,Excelente,1969,151m²,2,3,Gas,,980.000EUR
Exclusiva propiedad modernista ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1911,463m²,3,6,Gas,E,425.000EUR
Fantástico piso en primera línea de mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,132m²,2,4,Bombadecalor,C,1.480.000EUR
Piso fantástico con mucha luz en Camp d'en Grassot ,Gracia  Camp d'en Grassot ,Excelente,Excelente,2005,266m²,4,6,Gas,D,949.000EUR
Piso modernista a reformar en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,,1890,204m²,4,5,,E,1.200.000EUR
Piso con terraza a reformar en Doctor Dou ,Ciutat Vella  raval ,Muybien,Necesitarenovaciones,1900,123m²,2,3,,F,495.000EUR
Amplia y elegante vivienda en Turó Parc ,Sant Gervasi  Tres Torres ,Muybien,Bien,1974,245m²,5,4,Gas,,1.390.000EUR
Piso alto y luminoso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,163m²,4,3,BombadecalorGas,D,1.690.000EUR
Ático elegante y moderno en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,210m²,3,4,CorrienteEléctricaPellets,B,1.950.000EUR
Elegante vivienda con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,154m²,2,3,Pellets,B,995.000EUR
Bajos dúplex a reformar en Vila de Gràcia ,Gracia  Vila de Gracia ,,,,108m²,1,4,,E,340.000EUR
Fantastica Planta Baja con gran jardin ,Hospitalet  Gran Via ,,Excelente,1930,100m²,2,2,Calefaccióncentralizada,,298.000EUR
Espectacular piso al lado del Museo ,Badalona  Centre ,Excelente,,,250m²,4,5,,F,760.000EUR
Piso reformado al lado de Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,145m²,4,3,Gas,E,1.300.000EUR
Espectacular piso con terraza y parking ,Sant Gervasi  Galvany ,Excelente,Excelente,1960,212m²,5,5,,,1.045.000EUR
Piso para inversión en Vila de Gràcia ,Gracia  Vila de Gracia ,Muybien,Bien,1900,72m²,1,3,,,310.000EUR
Fantástico principal con terraza en el Quadrat d'Or ,Eixample  Eixample Dreta ,Excelente,Excelente,1905,366m²,4,8,Gas,E,1.700.000EUR
Gran piso reformado en Turó Parc ,Sant Gervasi  Turo Parc ,,,1962,281m²,4,4,,E,2.300.000EUR
Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,105m²,2,3,,F,410.000EUR
Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,105m²,2,3,,F,429.000EUR
Fantástico piso a reformar en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarestauración,1894,102m²,1,3,,F,450.000EUR
Encantador piso de obra nueva en Guinardó ,Horta Guinardó ,Muybien,Excelente,2021,79m²,1,2,BombadecalorPellets,B,354.000EUR
Fantástico ático en primera línea de mar ,Maresme  Vilassar de Mar ,Excelente,Muybien,1972,285m²,2,4,Gas,,850.000EUR
Piso fantástico en finca emblemática ,Sant Gervasi  Galvany ,Excelente,Necesitarenovaciones,1927,266m²,2,6,Gas,E,1.750.000EUR
Elegante vivienda con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,223m²,3,3,Pellets,B,1.575.000EUR
Piso reformado en el corazón del Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,98m²,2,2,,F,495.000EUR
Exclusivo piso de diseño en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Excelente,1972,390m²,5,5,Gas,E,2.450.000EUR
Planta baja con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,,2021,216m²,3,3,Pellets,B,1.475.000EUR
Amplio piso de obra nueva en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2021,126m²,2,4,BombadecalorPellets,A,658.000EUR
Amplio piso de obra nueva en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2021,126m²,2,4,BombadecalorPellets,A,645.000EUR
Piso impecable de 3 dormitorios en Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Excelente,1955,115m²,2,3,BombadecalorGas,E,480.000EUR
Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,51m²,1,1,,D,275.000EUR
Gran vivienda con sol y vistas en Ciutat Vella ,Ciutat Vella  Gòtic ,Excelente,Muybien,1870,195m²,2,4,Gas,E,740.000EUR
Fantástico piso con terraza en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Excelente,1968,214m²,3,2,CorrienteEléctrica,,950.000EUR
Piso amplio con gran terraza en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1968,172m²,2,4,Gas,E,795.000EUR
Amplio piso exterior frente Plaza Folguera ,Sant Gervasi  Putget ,Excelente,Necesitarenovaciones,1964,210m²,3,5,Gas,C,660.000EUR
Ático con gran terraza y parking en Eixample ,Eixample  Eixample Esquerra ,,,2000,201m²,2,2,,E,1.200.000EUR
Extraordinario piso con detalles modernistas ,Ciutat Vella  raval ,Excelente,Excelente,,173m²,2,3,,E,1.750.000EUR
Elegante propiedad para reformar en Tres Torres ,Sant Gervasi  Tres Torres ,Muybien,Necesitarestauración,1981,315m²,3,7,Bombadecalor,E,1.590.000EUR
Magnífica y elegante propiedad en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,,1968,479m²,5,5,Gas,E,3.200.000EUR
Loft esquinero con terraza cerca de Sant Antoni ,Ciutat Vella  raval ,,,,80m²,1,1,,E,195.000EUR
Silencioso loft con gran rentabilidad ,Ciutat Vella  Gòtic ,Muybien,Muybien,1998,68m²,1,1,Bombadecalor,E,310.000EUR
Amplio y elegante piso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1939,188m²,2,4,Gas,E,995.000EUR
Bonito piso reformado en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Muybien,1979,114m²,2,3,Gas,E,550.000EUR
Excepcional apartamento en Barceloneta ,Ciutat Vella  Barceloneta ,Excelente,Excelente,,103m²,1,2,Gas,E,550.000EUR
Impresionante Dúplex en venta en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1910,470m²,3,3,,B,1.490.000EUR
Confortable piso próximo al Mercado Sant Antoni ,Ciutat Vella  raval ,Muybien,Muybien,1859,72m²,1,2,BombadecalorGas,E,288.000EUR
Exclusiva vivienda en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Necesitarestauración,1882,263m²,3,5,,,1.330.000EUR
Piso reformado en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarenovaciones,1900,199m²,4,3,,,1.887.270EUR
Impresionante Dúplex en venta en Sant Antoni ,Eixample  Sant Antoni ,Excelente,Excelente,1910,470m²,3,3,,B,1.490.000EUR
Moderno y comodo piso en Av. Catalana ,Sant Adrià de Besòs ,Excelente,Excelente,2018,77m²,2,2,Central,A+,320.000EUR
Exclusivo piso con terraza-jardín en Bonanova ,Sant Gervasi  Bonanova ,Excelente,Excelente,1997,209m²,4,5,Gas,C,1.595.000EUR
Palacio en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Necesitarenovaciones,,646m²,2,3,,G,1.600.000EUR
Luminoso piso recién reformado ,Gracia  Vallcarca- Penitents ,,Excelente,1972,698m²,1,2,Central,E,350.000EUR
Singular ático dúplex de obra nueva ,Sant Feliu De LLobregat ,Excelente,Excelente,2021,168m²,2,3,Pellets,A,825.000EUR
Promoción con piscina cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,881.400EUR
Maravillosa obra nueva en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.019.000EUR
Excelente piso con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,64m²,2,1,CorrienteEléctrica,A,482.600EUR
Piso con vistas al mar en residencial de lujo ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,,Excelente,,140m²,2,4,CorrienteEléctricaBombadecalor,A,925.000EUR
Atico en el Gotico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,101m²,2,3,Bombadecalor,F,770.000EUR
Atico en el Gotico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,82m²,1,2,Bombadecalor,F,670.000EUR
Fantástico ático en el centro de Horta ,Horta Guinardó ,Excelente,,1994,177m²,2,4,BombadecalorGas,E,690.000EUR
Piso amplio totalmente exterior en Les Corts ,Les Corts  Maternitat ,Muybien,Muybien,1979,113m²,2,4,Gas,,549.000EUR
Soleado piso con estilo en Sant Antoni ,Eixample  Sant Antoni ,Excelente,,1920,98m²,1,3,,F,455.000EUR
Luminoso Loft en Gran de Gràcia ,Gracia  Vila de Gracia ,,,1907,232m²,1,3,,,550.000EUR
Luminoso piso en Eixample ,Eixample  Nova Esquerra de l'Eixample ,,,1930,55m²,1,2,,E,295.000EUR
Excepcional sobreático en Plaza Kennedy ,Sant Gervasi  Putget ,Excelente,Necesitarestauración,1966,160m²,2,3,Gas,D,1.200.000EUR
Luminoso piso con balcón en Eixample ,Eixample  Eixample Dreta ,Excelente,,1936,116m²,1,1,,E,580.000EUR
Fantástico piso alto en Les Corts ,Les Corts  Maternitat ,,,,133m²,3,4,,G,725.000EUR
Piso esquinero con acogedor patio en calle Aribau ,Eixample  Eixample Esquerra ,Muybien,Bien,1868,170m²,2,3,CorrienteEléctricaBombadecalor,E,780.000EUR
Piso con licencia turística en Gràcia ,Gracia  Camp d'en Grassot ,Muybien,Excelente,1978,109m²,2,3,Bombadecalor,E,750.000EUR
Atico a estrenar con terraza en Galvany ,Sant Gervasi  Galvany ,Muybien,Excelente,1965,102m²,2,2,BombadecalorPellets,C,840.000EUR
Piso principal con patio en calle Hospital ,Ciutat Vella  raval ,Muybien,Excelente,1900,211m²,3,3,Gas,C,1.100.000EUR
Gran piso alto y luminoso en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,,1968,215m²,4,6,Bombadecalor,,840.000EUR
Luminoso piso con balcón en el Born ,Ciutat Vella  Born-Ribera ,Excelente,,1936,116m²,1,1,,E,580.000EUR
Piso de lujo  exclusivo y parking en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,59m²,1,1,Bombadecalor,D,280.000EUR
Espectacular ático duplex con terrazas ,Sant Gervasi  Turo Parc ,Excelente,Excelente,,215m²,4,4,Gas,E,1.935.000EUR
Fabuloso ático con amplias terrazas en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Excelente,1961,145m²,2,3,Sueloradiante,F,1.195.000EUR
Original loft-estudio de diseño  Santa Coloma ,Santa Coloma de Gramanet ,,Bien,,203m²,1,1,CorrienteEléctrica,D,199.000EUR
Increíble ático con terraza privada ,Ciutat Vella  raval ,Excelente,Excelente,1865,118m²,2,3,Gas,E,495.000EUR
Exclusivo ático dúplex con terrazas en Gótico ,Ciutat Vella  Gòtic ,Muybien,Bien,1892,286m²,4,5,Bombadecalor,E,2.500.000EUR
Fantástica planta baja en Premià de Dalt ,Maresme  PREMIÀ DE DALT ,Excelente,Excelente,2020,123m²,2,4,CircuitoPellets,B,630.000EUR
Bonito apartamento frente al Port Vell ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,2010,54m²,1,1,,D,365.000EUR
Excelente piso reformado en Plaza Kennedy ,Sant Gervasi  Putget ,Muybien,Muybien,1940,136m²,2,3,Central,G,695.000EUR
Piso con parking cerca de Mercado Sant Antoni ,Ciutat Vella  raval ,Muybien,Muybien,2000,91m²,2,3,Gas,F,398.500EUR
Exclusiva casa en el corazón de Poblenou ,SANT MARTIN  El Poblenou ,Excelente,,2012,149m²,3,3,,E,850.000EUR
Excelente piso para entrar a vivir en Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Muybien,1969,225m²,3,5,Gas,E,1.290.000EUR
Luminoso piso regio: Finca catalogada. ,Bagés- Manresa  MANRESA ,Excelente,Excelente,1899,160m²,2,3,Gas,E,345.000EUR
Piso para reformar en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarenovaciones,1900,144m²,2,3,,,836.152EUR
Piso para reformar en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarenovaciones,1900,193m²,3,3,,,1.064.556EUR
Piso de diseño próximo al mercado Sant Antoni ,Ciutat Vella  raval ,Excelente,Muybien,1880,65m²,2,3,Bombadecalor,F,280.000EUR
Piso señorial cerca de Plaza Kennedy ,Sant Gervasi  Putget ,Excelente,Necesitarestauración,1940,260m²,3,6,Calefaccióncentralizada,D,1.040.000EUR
Amplio dúplex con gran terraza en el centro ,Sant Feliu De LLobregat ,,,1998,135m²,2,4,Gas,E,439.000EUR
Piso alto a lado de de Passeig de Gràcia ,Gracia  Vila de Gracia ,Excelente,Bien,1920,210m²,2,5,,,1.500.000EUR
Ático con terraza en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,155m²,2,3,Pellets,A,(aconsultar)
Piso de diseño exclusivo en la Ronda Sant Pau ,Ciutat Vella  raval ,Excelente,Excelente,1960,79m²,2,2,BombadecalorGas,E,370.000EUR
Piso con terraza y parking ,SANT MARTIN  Provençals del Poblenou ,Muybien,,2004,80m²,1,2,,E,415.000EUR
Amplio y luminoso piso en Sant Martí ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2021,127m²,2,4,BombadecalorPellets,A,674.500EUR
Soleado piso con terraza en Sarria ,Sarria  Sarria ,Excelente,Bien,1995,182m²,2,4,CorrienteEléctrica,,1.200.000EUR
Luminoso ático en Passeig Maragall ,Sant Andreu ,Excelente,Muybien,1974,124m²,2,3,Gas,,545.000EUR
Magnifico piso reformado en centro histórico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1850,109m²,2,3,Gas,E,495.000EUR
Loft de dos dormitorios y solarium en Raval ,Ciutat Vella  raval ,,Excelente,,81m²,2,2,Pellets,C,563.000EUR
Loft de diseño con solarium en el Raval ,Ciutat Vella  raval ,,Excelente,,77m²,1,1,Pellets,C,560.000EUR
Piso con mucha luz natural en el Raval ,Ciutat Vella  raval ,,Excelente,,65m²,1,2,,E,260.000EUR
Piso alto y luminoso junto a Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Bien,1900,154m²,2,3,Gas,G,799.000EUR
Céntrico y luminoso piso en el Putxet i el Farró ,Sant Gervasi  Putget ,Muybien,Bien,1966,70m²,1,3,Gas,E,350.000EUR
Amplio y soleado piso con terraza ,Les Corts  Maternitat ,Excelente,Bien,1964,106m²,1,4,,,425.000EUR
Fantástico piso alto cerca Turó Parc ,Sant Gervasi  Galvany ,Excelente,Muybien,1967,200m²,4,4,Gas,D,1.450.000EUR
Piso de diseño cerca de Rambla Catalunya ,Gracia  Vila de Gracia ,,Excelente,1969,263m²,4,4,Gas,C,1.450.000EUR
Espectacular piso reformado en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,181m²,4,3,Gas,E,1.150.000EUR
Fascinante piso reformado en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,165m²,3,4,Gas,E,1.350.000EUR
Amplia y confortable vivienda en Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,1900,147m²,1,2,Bombadecalor,D,545.000EUR
Elegante piso en Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Necesitarestauración,1966,196m²,3,4,Calefaccióncentralizada,D,1.390.000EUR
Piso único con terraza y piscina en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1939,426m²,5,6,Gas,C,1.990.000EUR
Estupendo piso en el corazón de Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1951,110m²,2,5,Gas,E,960.000EUR
Loft estilo neoyorkino con altos techos ,Sants - Montjuïc  SantS ,Muybien,Muybien,1900,350m²,3,4,Bombadecalor,E,700.000EUR
Maravilloso piso en Diagonal Mar ,SANT MARTIN  El Besós i el Maresme ,Muybien,Muybien,1979,99m²,1,3,,E,390.000EUR
Acogedor loft cerca de Ronda de Sant Antoni ,Ciutat Vella  raval ,Muybien,Excelente,1819,38m²,1,1,,E,225.000EUR
Acogedor loft cerca de Ronda de Sant Antoni ,Ciutat Vella  raval ,Bien,Excelente,1819,38m²,1,1,,E,225.000EUR
Lujosa obra nueva con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,178m²,3,4,CorrienteEléctrica,A,1.196.800EUR
Espectacular piso en la Dreta de l'Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,71m²,1,2,Gas,E,425.000EUR
Piso con encanto en Sagrada Família ,Eixample  Sagrada Familia ,Muybien,Muybien,1933,58m²,1,2,,E,265.000EUR
Maravilloso piso alto cerca Boqueria ,Ciutat Vella  raval ,Excelente,,1900,100m²,1,3,Bombadecalor,E,349.000EUR
Interesante Inversión en Portal del Àngel ,Ciutat Vella  Gòtic ,Excelente,Necesitarestauración,1800,469m²,4,12,Gas,G,1.795.000EUR
Amplio piso de obra nueva en Les Corts ,Les Corts  Les corts ,Excelente,Excelente,2021,130m²,2,4,BombadecalorGas,B,903.500EUR
Amplio piso de obra nueva en Les Corts ,Les Corts  Les corts ,Excelente,Excelente,2021,130m²,2,4,BombadecalorGas,B,882.500EUR
Ático dúplex con terraza en Guinardó ,Horta Guinardó ,,,,189m²,1,3,Gas,E,485.000EUR
Ático de obra nueva en Montgat ,Maresme  Montgat ,Excelente,Excelente,2022,108m²,2,3,Sueloradiante,A,480.000EUR
Piso de obra nueva con terraza en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,143m²,3,4,BombadecalorGasSolar,B,1.230.000EUR
Piso de obra nueva con terraza en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,143m²,3,4,BombadecalorGasSolar,B,1.215.000EUR
Fantástica reforma en Poble Sec ,Sants - Montjuïc  Poble Sec ,Muybien,Excelente,1900,62m²,1,1,Bombadecalor,E,385.000EUR
Fantástica propiedad en Plaça Universitat ,Ciutat Vella  raval ,Excelente,Bien,1900,98m²,2,3,Gas,E,450.000EUR
Piso de 90m² con terraza de 9m² en el centro ,Sant Feliu De LLobregat ,Excelente,,2022,84m²,2,3,,B,385.000EUR
Piso luminoso con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,184m²,3,3,CorrienteEléctrica,A,1.435.700EUR
Fantástico piso con piscina comunitaria ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.062.400EUR
Vivienda con piscina comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,882.500EUR
Fantástica obra nueva cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.027.300EUR
Promoción con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,873.100EUR
Lujoso piso con piscina comunitaria ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,64m²,2,1,CorrienteEléctrica,A,483.400EUR
Obra nueva con piscina comunitaria ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,864.700EUR
Obra nueva con zona comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.025.200EUR
Maravillosa obra nueva en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.033.300EUR
Excelente piso con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,64m²,2,1,CorrienteEléctrica,A,472.100EUR
Increíble obra nueva con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,108m²,2,2,CorrienteEléctrica,A,758.500EUR
Fantástica propiedad en Zona Alta - Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,108m²,2,2,CorrienteEléctrica,A,749.700EUR
Viviendas de alto standing en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,207m²,5,5,CorrienteEléctrica,A,1.846.300EUR
Obra nueva con gimnasio en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,912.600EUR
Espectacular obra nueva en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.019.000EUR
Piso de obra nueva con piscina cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,108m²,2,2,CorrienteEléctrica,A,776.500EUR
Increíble loft de diseño moderno en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,,103m²,2,2,Bombadecalor,C,350.000EUR
Lujoso piso con piscina cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,64m²,2,1,CorrienteEléctrica,A,460.700EUR
Fantástico piso con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.052.100EUR
Piso con piscina comunitaria en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,196m²,3,4,CorrienteEléctrica,A,1.240.000EUR
Increíble obra nueva con piscina en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,108m²,2,2,CorrienteEléctrica,A,776.600EUR
Piso con piscina comunitaria en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,927.500EUR
